,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
24,10719203,9938489,12387852,10576107,9289648,7782878,11292562,8804206,10029609,8760481,9870398,8072365,8820224,12493169,11856673,10254068,12370070,6745626,7452991,0,10710562,9034643,10978482,1,7601203,9101692,10661612,9477924,10608923,6684038,12366009,9417203,12185407,11390424,11340506,11369327,11195244,6708615,7353212,7949271,11153783,9921096,7797715,7824399,9598696,10020659,6572961,10608357,12035037,10566048,11456616,11207058,10551290,11540085,9907278,9881369,6793713,9985280,6703087,8661228,10088985,12341733,8052821,10203087,8816801,7044506,6862375,6875917,11299642,9970590
25,10511548,8729280,10196768,8515675,11246475,7907982,10717565,10055659,11176555,10282462,10043072,11701886,11525834,9493202,9053595,10943930,7899654,6649573,10108742,7002708,8273243,8633241,9072609,7601203,1,6546378,7889025,8588823,7367690,10145056,12098924,8170318,9249939,8898943,9537038,6298369,9035698,7524377,9337143,7486983,10359216,8951933,7888794,8859886,11232704,7922988,6343693,9134163,7717886,8072850,9981598,8953672,8161104,7588977,11175850,9199598,6824826,7804961,7501125,9196640,10455453,11840591,11990516,11504072,7267752,10557007,6957776,10918909,11286416,12395770
26,12274024,8613953,9264563,12271242,11719909,10082642,10331461,8747015,8213868,10209671,7545186,10208482,10333195,10616193,7566113,0,7449137,10699603,6591895,6539013,8788080,11802605,10338474,9101692,6546378,1,11674208,6317123,11667685,7592617,10274068,6607606,9604279,6604529,10580738,11037649,11461056,11310378,6802254,12402338,6461796,8435815,9887411,11963698,10368417,12483883,7548542,10448736,8941449,11591536,7934840,9385828,6336983,12125380,12032911,11864110,8564126,12148972,10524111,12314998,10383663,6694504,7324997,9812279,8148067,6261960,10800541,6871361,11403840,6471460
27,8264554,8506115,8258987,8686126,11758691,6445153,11198145,10808648,11528593,8909062,10691957,6441474,6823609,8755814,10701633,8782065,10534654,12258802,6378194,11546053,0,8099522,0,10661612,7889025,11674208,1,7847410,6929186,10637371,10812446,11058275,11094140,6785408,9906331,6960741,12426478,9195691,10494924,10962231,7338071,7724009,7924838,8509019,9319824,6520241,9925854,0,7272703,7475194,8719329,10543465,8458500,9852132,9522675,9002532,11625243,7447143,10995158,10240836,6260966,7869497,7359901,6779072,7557400,7642159,9352814,8510224,7540781,9800131
28,10656521,9058204,10246698,7050376,11784693,8376247,9149229,12014596,11868837,8296540,11489170,9257640,11685822,11031854,11401588,0,12342803,6914699,6998946,7615954,10762426,8014364,7775345,9477924,8588823,6317123,7847410,1,10643608,7318684,9939605,8594022,10622492,8530357,9733255,11779329,12366843,7579569,10846343,9621776,0,11148738,10634050,10670112,6953123,11429053,7698328,7296559,7485666,11492273,12477254,10441566,6808089,9782653,7071787,11124017,0,11048496,7854629,11029932,12230093,7311184,9655613,11144724,11044700,12216033,6961976,12496307,7818829,8246643
29,12162915,10792362,9180190,10107310,9256695,7185940,11347794,11782360,11573993,8496504,8687910,7583266,8552861,9819130,6814372,11597217,7217546,7009012,9318098,9009802,7444825,11677644,11192049,10608923,7367690,11667685,6929186,10643608,1,11517125,11393228,9014907,10590229,6776510,8758872,7707527,6509826,10195023,0,8524896,7456778,7650747,7740305,10271555,9997158,8749315,11782094,10774849,6774097,6272246,10570765,0,10089170,7663405,11100095,7894526,8708740,9158201,8146159,0,12461978,9435222,11909816,11772958,11843030,6562421,7620411,12034357,7140644,9798453
30,9170376,9467671,11092060,10051064,7323724,11081834,8779703,8614473,6745830,8154574,6287110,9480311,11587792,9924678,9233962,12093635,11912109,6533248,10789259,8948038,6572025,7178293,7499156,6684038,10145056,7592617,10637371,7318684,11517125,1,9427281,6672481,8563328,9336599,6293617,7404173,10746073,7144802,11324840,12429905,9084440,9306718,7103231,8377919,11078180,9845091,11946628,11024297,7262873,7639466,9873605,12217286,8600976,7175837,10272356,6276354,7321632,11705652,10345150,6372594,6424953,12018507,8802562,6385793,9030852,9395000,8843083,11011557,11522171,8571901
31,8981513,7564245,7321654,9397269,12324970,6339586,11425449,10082132,6940936,0,11444403,12318814,11606848,6577309,8754896,8435943,7002975,12192644,10726241,7028202,10145436,11223574,0,12366009,12098924,10274068,10812446,9939605,11393228,9427281,1,8377159,11494219,9258896,12006806,8257554,6571693,11070289,10852967,11431675,9720746,8666728,8341619,0,10146684,11005807,11339570,12478021,8123316,10729451,7843278,12452446,11152506,0,7367090,10540571,9614786,9270689,7515955,9128439,11942632,10842380,9664490,9963747,8070105,6740011,7619067,0,9928082,10462847
32,10445206,11072740,11459970,10295803,6960973,7081931,11925901,9455319,9806799,7310109,6731415,9047138,9569550,10159467,11101746,7268458,7930682,6943723,6441461,7200085,7127957,9163390,10545146,9417203,8170318,6607606,11058275,8594022,9014907,6672481,8377159,1,6512110,9866854,9143153,7009706,8786549,12162561,10445419,12312680,11405882,0,12018819,11181537,6934119,7439023,10867213,9966841,10881305,9911028,6569791,6540392,10936155,10619721,6682481,11009417,6308620,6351328,8796598,8479205,8312776,10535334,8753707,7720560,10358959,9881381,7082375,11858770,10554139,11255215
33,9477546,12483663,6774141,10958834,9736062,7543928,10539127,10536291,11873940,7878409,9122537,10843779,9079956,8826309,6430884,11276045,10198931,8130533,7592148,11860407,7000501,6449506,11966127,12185407,9249939,9604279,11094140,10622492,10590229,8563328,11494219,6512110,1,0,9654676,10988517,0,9044909,9769706,6608197,6463607,9444400,6430618,7753984,10401561,9257432,6931824,7697410,8262449,10239263,9747400,9456478,10065226,6872582,9584095,10324204,12236001,9296656,9627865,8178523,6552359,11424372,6371541,8431819,11032710,11686919,0,11559802,10532559,6820195
34,11162288,12429472,8506655,7472787,10656799,7779590,10704855,7507742,8598884,11590952,9595098,11823822,8596892,10133299,8584060,8751076,11073891,7421525,9861584,8177400,11889434,6781373,7216554,11390424,8898943,6604529,6785408,8530357,6776510,9336599,9258896,9866854,0,1,8969591,12128560,7013717,8499857,9040892,8134718,7778318,10503796,9096043,6523194,10021784,9417155,7793864,10697853,9732309,12120607,7243735,11911792,7900675,8194876,8681238,6692338,9694653,6477792,11153335,6620317,6646726,11406777,9749178,10751813,8037703,11768666,11416895,10088672,8202815,9305411
35,7947011,7590587,11212085,8669127,11415370,7717861,7838129,6250005,12031663,8407033,7049457,10175851,6818161,6905275,9502748,10068661,9023174,12249966,8611048,8723670,7677585,7707456,12175408,11340506,9537038,10580738,9906331,9733255,8758872,6293617,12006806,9143153,9654676,8969591,1,7554013,11571351,7390851,7431186,9541822,9278077,12341588,10532876,6993630,10760470,11989047,6782057,6475319,10687973,7817017,7534312,9827870,8861480,9828121,8102189,10215817,6549016,6479864,9840060,8931358,11236811,8146629,9868477,9565711,10504073,9922606,10587391,7674024,10608592,10683739
36,8424705,7850378,7888227,9253466,7170428,8378165,0,7016372,11787281,10647064,12274192,10295021,11464719,9799259,0,6949199,8354404,10133848,6584808,9561504,11130960,7053360,8035309,11369327,6298369,11037649,6960741,11779329,7707527,7404173,8257554,7009706,10988517,12128560,7554013,1,6694088,8550222,6937320,11745978,6620596,9814135,11083374,7723946,8999527,6961010,11177214,12433555,10046331,12465710,10062999,7300392,11244055,9740001,7166316,10555386,8206357,9416140,6618585,7434280,11257875,6453556,8783108,11527065,7211728,11469006,12451704,9476209,9686817,11917497
37,7538187,8126055,6695510,0,9718096,9545627,8010996,12032797,11790641,10646788,10424145,10018647,9406986,9803726,9394781,10927279,8203447,10372251,11678583,9079969,6738256,8367938,7708194,11195244,9035698,11461056,12426478,12366843,6509826,10746073,6571693,8786549,0,7013717,11571351,6694088,1,8159361,8160695,11728222,9514073,7032554,9375141,11584985,8042853,10301835,8015552,8194343,9204605,10775265,6870434,8559012,10172846,6396441,10310338,8947501,7498699,9378938,7868084,8838563,10503749,10879625,7460407,8576533,8621289,6501435,10781428,10840571,7058829,0
38,9578799,6912286,9954820,7807622,10304107,0,11860181,11562867,9909918,12230333,11954611,6627187,6714372,10341898,8845003,7981028,11364498,8925898,12405109,7869870,6287702,6392245,8348368,6708615,7524377,11310378,9195691,7579569,10195023,7144802,11070289,12162561,9044909,8499857,7390851,8550222,8159361,1,9216663,10477502,7732417,11927761,12031921,9570513,9245756,11758585,9626650,9661732,7323568,10799304,6513582,10588629,10253928,12418760,11366293,10854996,9540094,8919914,9770008,8691582,7107294,6373200,8517691,10089531,7180673,7981651,7248388,11083549,11463271,7025778
39,9721657,11494349,6539747,8929883,6584612,8549319,7959659,12136431,6414402,11362866,9516430,6655871,7951932,9779664,8445871,10503019,10467488,12041033,7523920,6410882,8510545,10032116,7226350,7353212,9337143,6802254,10494924,10846343,0,11324840,10852967,10445419,9769706,9040892,7431186,6937320,8160695,9216663,1,7284367,7749886,8832090,7995762,7339997,9976364,11899050,9838647,7358015,0,12472821,9330047,10856092,8407140,11903614,8073634,8141504,6663092,8808621,8962247,7019770,0,11472903,9081784,9789889,9930483,8020542,12182955,7526877,10672043,12414129
40,7160235,6771407,6478733,10760839,6388553,7485151,11264260,6950064,12277116,6764860,10353258,9543773,6376978,7568862,7171953,0,11475512,12181110,10962531,6692750,9680780,9067905,11222956,7949271,7486983,12402338,10962231,9621776,8524896,12429905,11431675,12312680,6608197,8134718,9541822,11745978,11728222,10477502,7284367,1,8651729,6722774,10767424,8796553,12405439,12205738,9617460,9646963,9850697,10818091,6525612,11298043,7558688,0,11020838,9235263,8639503,10841710,9140249,11454584,11247134,10511801,11838815,6518788,12275583,12067791,6522064,9131896,10603822,6652097
41,12467222,10246431,6321161,9932152,7940145,8816604,0,12294571,10495702,10649193,10761491,0,6768530,8081638,6439011,10387805,7900230,10197038,12417426,10434154,10255823,8196698,12068995,11153783,10359216,6461796,7338071,0,7456778,9084440,9720746,11405882,6463607,7778318,9278077,6620596,9514073,7732417,7749886,8651729,1,12025466,0,6720726,7914305,9933811,8257397,10596301,10450840,9463722,10684495,6446136,11236665,9466040,10131322,10432901,7273596,12222747,8581461,6516959,10748597,8614947,11923395,8003242,10706218,9947989,0,7533489,10100810,0
42,10561003,8702902,7401804,11985389,12247756,9137042,8953617,8978490,10383204,9081204,7054682,9892599,6961980,11836577,7661212,7695399,12185720,7377482,7569115,8088487,12037139,8230344,8734276,9921096,8951933,8435815,7724009,11148738,7650747,9306718,8666728,0,9444400,10503796,12341588,9814135,7032554,11927761,8832090,6722774,12025466,1,9140735,11329230,9953402,10767920,11483551,7646182,8514300,9763866,9535218,7567865,10183732,7461730,12019122,10819665,10286111,7503854,8110117,9938769,9161548,8284050,6376621,10566911,7764812,12084378,8730624,12112302,10312695,12141285
43,7033422,7507496,12233094,7763437,10417337,9127071,6601294,10722555,10214812,9099620,9942057,7190017,9644439,7482341,11935921,10663014,12355161,7997900,11949852,10936058,7818974,9859712,11681743,7797715,7888794,9887411,7924838,10634050,7740305,7103231,8341619,12018819,6430618,9096043,10532876,11083374,9375141,12031921,7995762,10767424,0,9140735,1,9566768,0,12381365,6516134,10562907,7256511,9154999,8554872,7719471,6378032,8276810,9596725,8479544,9271316,12020684,10683341,7251162,6746989,9394110,11224048,6763448,9936984,8683957,6941377,11912343,7310850,7094414
44,0,12116442,8190465,10799090,9871113,7813244,8773093,6481886,6483596,6668106,9717886,9155423,11644623,10115160,8474587,8647327,12345459,9614309,6627878,11744637,9640819,11342052,11275950,7824399,8859886,11963698,8509019,10670112,10271555,8377919,0,11181537,7753984,6523194,6993630,7723946,11584985,9570513,7339997,8796553,6720726,11329230,9566768,1,0,6275087,8225298,8836923,6830099,6697051,8922816,8673641,9049335,11286091,12409095,8766286,10784005,9741412,12085115,11461190,12297012,7331514,12226909,10900645,7154803,11122733,9935386,12480310,10083261,8193033
45,11410411,9900192,12214557,11728580,10363500,12093592,9847776,9430410,7801870,9947333,9241069,10592149,0,6655730,10356331,11061204,9118005,0,6501628,9263461,8711129,9935810,11887504,9598696,11232704,10368417,9319824,6953123,9997158,11078180,10146684,6934119,10401561,10021784,10760470,8999527,8042853,9245756,9976364,12405439,7914305,9953402,0,0,1,11155375,9219811,11525552,11460607,10128239,7740606,10791632,7713252,11514517,11984447,11331299,7883089,8981336,11993887,9518745,12181798,6811143,7770892,11902845,11146918,9375090,6335197,6926413,7074840,6889347
46,8780163,9345522,6908094,7849759,10616470,10238942,11611589,8834139,7417381,12391954,7422463,6788589,11469280,12095371,10728369,0,8181415,6332035,6778657,10555691,8090509,11236296,8286025,10020659,7922988,12483883,6520241,11429053,8749315,9845091,11005807,7439023,9257432,9417155,11989047,6961010,10301835,11758585,11899050,12205738,9933811,10767920,12381365,6275087,11155375,1,10696532,6827339,7500718,6653700,8969549,10672928,8091264,10833824,9682964,9299477,8957638,8280297,9508240,8920940,10905218,12008278,9014658,7835278,7606264,7404868,8369366,8317455,10749335,8012156
47,6517293,9056160,12034776,9212851,7145152,9757652,11666368,8989335,8674024,11678024,6339552,6994668,8262656,7271792,10818986,9259023,8373596,7712013,11292784,9991948,9321025,11007258,6577884,6572961,6343693,7548542,9925854,7698328,11782094,11946628,11339570,10867213,6931824,7793864,6782057,11177214,8015552,9626650,9838647,9617460,8257397,11483551,6516134,8225298,9219811,10696532,1,6270132,8425424,6605441,8307228,8343840,10587402,7566971,10568134,7937795,9017412,10649880,9576281,10049494,12283822,7250522,11166807,7734365,0,8405827,9426062,6509308,6435982,7876063
48,11711572,11714388,7770270,9776009,6701815,7450312,7734365,11814087,9931845,6567849,9572926,7601970,7770667,8139507,7844367,7450715,8203991,9982054,10006267,7442471,11469832,11669045,9436937,10608357,9134163,10448736,0,7296559,10774849,11024297,12478021,9966841,7697410,10697853,6475319,12433555,8194343,9661732,7358015,9646963,10596301,7646182,10562907,8836923,11525552,6827339,6270132,1,9703313,8613232,7570512,8301127,8129917,6328764,11748059,9312080,10262308,10100408,11600561,0,11711528,10422589,10534844,9427949,9167470,6853496,11110616,7598334,10190106,6392288
49,8391105,7718431,9411068,11554946,8707636,12389256,6352802,10021491,6711048,11926585,11624339,6376779,10854729,11753302,10296869,12073313,6871347,12202857,10384652,11779609,12171345,10384722,9610332,12035037,7717886,8941449,7272703,7485666,6774097,7262873,8123316,10881305,8262449,9732309,10687973,10046331,9204605,7323568,0,9850697,10450840,8514300,7256511,6830099,11460607,7500718,8425424,9703313,1,11735266,7449057,10709965,7459136,12414466,6806456,7166422,8739212,10913623,10206942,9907404,6925588,8740740,7812693,10916730,12151357,8495750,9358348,6776096,10812452,9377947
